Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(650) 351-4491,Five Rivers Indian Cuisine,Restaurants,http://5riversindian.Com,314 Westlake Ctr,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.700426,-122.483172,
(415) 751-1933,Flow Masters Plumbing Inc,Sprinklers-Garden & Lawn-Retail,http://Flowmastersplumbing.Com,6169a Mission St,Daly City,CA,94014,Alan,No,Excellent,"$50,000 to $100,000",037.706715,-122.458050,
(650) 389-9236,Freeway Insurance Svc,Insurance-Automobile,http://Freewayinsurance.Com,7375 Mission St,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.690074,-122.465721,"Save Time And Money Shopping For Car Insurance IN Daly City, CA With Freeway Insurance."
(650) 756-9957,Fung Wah Restaurant,Restaurants,,7007 Mission St,Daly City,CA,94014,Don,No,Very Good,"Less than $5,000",037.695468,-122.464470,
(650) 878-8888,Fung Wong,Restaurants,http://Fungwongchinese.Com,427 Gellert Blvd,Daly City,CA,94015,Wyne,No,Excellent,"$5,000 to $10,000",037.663633,-122.468652,
(415) 601-7204,Futuras Painting,Painters,http://Futuraspaintingllc.Com,,Daly City,CA,94014,,No,Good,"Less than $5,000",037.698953,-122.454615,
(415) 585-8819,G Collision Inc,Automobile Body-Repairing & Painting,,6041 Mission St,Daly City,CA,94014,Bong,No,Very Good,"$5,000 to $10,000",037.707552,-122.455596,
(650) 991-7055,G Dental Group,Dentists,,901 Campus Dr # 201,Daly City,CA,94015,Camille,No,Excellent,"$10,000 to $20,000",037.665400,-122.475883,
(650) 991-7300,G Madrilejo Perpetua Inc,Dentists,,6273 Mission St # 200,Daly City,CA,94014,Perpetua G,No,Excellent,"$5,000 to $10,000",037.705880,-122.460645,
(415) 715-8394,Gachina Landscape Management,Landscape Contractors,,404 Talbert St,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.707133,-122.408304,
(425) 623-0103,"Ganguly, Madhurima DDS",Dentists,,2171 Junipero Serra Blvd # 660,Daly City,CA,94014,Madhurima,No,Very Good,,037.698448,-122.470641,
(650) 755-5099,Gary TU-State Farm Ins Agent,Insurance,,2780 Junipero Serra Blvd # 200,Daly City,CA,94015,Gary,No,Very Good,,037.690525,-122.471058,"Our Mission Is To Help People Manage The Risks Of Everyday Life, Recover From The Unexpected And Realize Their Dreams."
(650) 758-2880,Gateway Financial & Tax Svc,Real Estate Loans,,550 Washington St # 114,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.688132,-122.474872,
(415) 239-8371,Gateway Kitchen,Restaurants,,6165 Mission St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.706773,-122.458163,
(650) 755-4090,Gateway Overhead Doors,Doors-Garage,,373 Half Moon Ln # 310,Daly City,CA,94015,,No,Very Good,"$10,000 to $20,000",037.665307,-122.463692,
(650) 756-5610,Gee Yin Restaurant,Restaurants,http://Geeyin.Com,6288 Mission St,Daly City,CA,94014,Gee,No,Very Good,"Less than $5,000",037.705971,-122.461841,
(650) 994-3141,Generation Cuts,Beauty Salons,http://Searchesinteractive.Com,7386 Mission St,Daly City,CA,94014,Michelle,No,Very Good,"Less than $5,000",037.690003,-122.465997,
(650) 381-9831,Gentle Dental,Dentists,http://Gentle1.Com,2171 Junipero Serra Blvd # 660,Daly City,CA,94014,Jessica,No,Excellent,"$20,000 to $50,000",037.698448,-122.470641,
(650) 755-8108,George Salet Plumbing Inc,Plumbing Contractors,,,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.680537,-122.478908,
(650) 755-8350,Georgettes Beauty Salon-Beauty,Beauty Salons,,371 S Mayfair Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.701078,-122.484832,
(415) 864-2644,Giannini's Auto Body,Automobile Body-Repairing & Painting,http://Gianninisautobody.Com,460 Talbert St,Daly City,CA,94014,Mike,No,Excellent,"$20,000 to $50,000",037.706249,-122.408668,
(650) 731-4011,Gianninis Auto Body,Automobile Body-Repairing & Painting,http://Gianninisautobody.Com,7651 El Camino Real,Colma,CA,94014,David,No,Good,"Less than $5,000",037.685097,-122.463878,
(650) 755-3768,Gigabox Computers,Computers-Service & Repair,http://Gigaboxcomputers.Com,7331 Mission St,Daly City,CA,94014,Tommy,No,Very Good,"Less than $5,000",037.690837,-122.465504,
(650) 992-7800,Gil Construction & Assoc,Building Contractors,http://Gilconstruction.Yolasite.Com,6018 Mission St,Daly City,CA,94014,Tony,No,Very Good,"$5,000 to $10,000",037.707927,-122.455995,
(650) 262-4164,Globo Auto Glass,Automobile Glass-Service & Installation,http://Dalycity-Autoglass.Com,50 Hyde Ct # 104,Daly City,CA,94015,,Yes,Very Good,"$5,000 to $10,000",037.652380,-122.452803,
(650) 731-8190,Glow Beauty Lounge,Beauty Salons,,185 School St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.693150,-122.468484,
(415) 338-1674,Gold Coast Grill,Restaurants,http://Goldcoastgrillsfsu.Com,1650 Holloway Ave,San Francisco,CA,94132,Stelios,No,Excellent,"$10,000 to $20,000",037.722122,-122.478906,
(650) 992-6766,Golden Auto Muffler,Automobile Repairing & Service,http://Goldenautomuffler.Com,7360 Mission St,Daly City,CA,94014,Joe,No,Very Good,"$5,000 to $10,000",037.690471,-122.466183,
(415) 665-5451,Golden Gate Appliance Repair,Appliances-Household-Major-Repairing,,24 Village Ln,Daly City,CA,94015,Carlos,Yes,Good,"Less than $5,000",037.693460,-122.473872,Please Contact US For More Information.
(650) 756-0202,Golden Gate Volkswagen,Automobile Dealers-Used Cars,,6918 Mission St,Daly City,CA,94014,,No,Good,"$10,000 to $20,000",037.697196,-122.464932,
(415) 239-8844,Golden Moon Restaurant,Restaurants,http://Goldenmoondalycity.Com,2511 Geneva Ave,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.707742,-122.417270,
(650) 560-0200,Golden State Windows,Windows,http://Goldenstatewindows.Com,331 Philip Dr # 206,Daly City,CA,94015,,No,Very Good,"$10,000 to $20,000",037.669156,-122.464475,
(415) 586-8000,Golden Wok,Restaurants,,295 Orizaba Ave # B,San Francisco,CA,94132,Sherwin,No,Excellent,"$10,000 to $20,000",037.714124,-122.462963,
(650) 307-6474,Goldenagespecialist.Com,Insurance,,1080 Sullivan Ave,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.692748,-122.472449,
(650) 993-4032,Goldilock's Bake Shop,Restaurants,http://Goldilocks.Com,6220 Mission St,Daly City,CA,94014,Therry,No,Excellent,"$20,000 to $50,000",037.706567,-122.459564,
(650) 992-7810,Gomez Iron Works,Ornamental Metal Work (Mfrs),http://Gomezironworks.Com,1195 Hillside Blvd,Daly City,CA,94014,Saturnino,No,Excellent,"$5,000 to $10,000",037.686713,-122.459784,
(650) 994-1166,Gomez L Ornamental Iron Works,Ornamental Metal Work (Mfrs),,54 E Moltke St,Daly City,CA,94014,Leo,Yes,Very Good,"Less than $5,000",037.694170,-122.463005,
(650) 991-3650,Good Job Brothers Janitorial,Janitor Service,,2748 Junipero Serra Blvd # 25,Daly City,CA,94015,,No,Good,"Less than $5,000",037.690942,-122.471064,
(650) 994-7100,Goodyear Auto Svc Ctr,Automobile Repairing & Service,http://Goodyearautoservice.Com,6498 Mission St # 6492,Daly City,CA,94014,Glenn,No,Excellent,"$20,000 to $50,000",037.704410,-122.463001,Goodyear Auto Service Centers Are Full-Service Tire And Automotive Repair Stores Wholly Owned And Operated By The Goodyear Tire & Rubber Company.
(415) 751-7540,Grand Roofing Inc,Roofing Contractors,http://Grandroofing.Com,55 Chumasero Dr # 8k,San Francisco,CA,94132,,Yes,Very Good,"Less than $5,000",037.713594,-122.473082,
(650) 757-6925,Great Clips,Beauty Salons,http://Greatclips.Com,348 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.666300,-122.468879,
(650) 756-7446,Great Steak & Potato Co,Restaurants,http://Thegreatsteak.Com,72a Serramonte Ctr,Daly City,CA,94015,Israel,No,Excellent,"$10,000 to $20,000",037.673938,-122.469424,"At Great Steak, We Make Our Cheesesteaks With Only The Finest American Ingredients, From The Specially Cut And Marinated Beef To Our Freshly Baked Bread. IN Addition To Cheesesteaks, A Taste Of Genuine Comfort Food Can Be Found IN Great Steak's World Famous Fries, Baked Potatoes, Salads And A Variety Of Specialty Sandwiches."
(650) 994-3321,Greek Imports,Convenience Stores,http://Greekimportsinc.Com,6524 Mission St,Daly City,CA,94014,Elias,No,Very Good,"$5,000 to $10,000",037.703802,-122.463163,
(650) 992-0425,Greenish Landscape,Landscape Contractors,,472 Santa Barbara Ave,Daly City,CA,94014,,Yes,Very Good,"Less than $5,000",037.701800,-122.464520,
(415) 769-5055,Guerrero's Taqueria,Restaurants,http://Guerrerostaqueria.Com,2408 Junipero Serra Blvd # B,Daly City,CA,94015,Jose,No,Very Good,"$5,000 to $10,000",037.692994,-122.471337,
(650) 755-0959,H & C Morales Dental Corp,Dentists,,7316 Mission St,Daly City,CA,94014,Honesto R,No,Excellent,,037.691121,-122.466091,
(650) 992-8081,H&R Block,Tax Return Preparation & Filing,http://Hrblock.Com,183 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.697227,-122.484641,
(650) 449-9000,H&R Block,Tax Return Preparation & Filing,http://Hrblock.Com,345 Gellert Blvd # C,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.666585,-122.468587,
(650) 991-0204,H&R Block,Tax Return Preparation & Filing,http://Hrblock.Com,6309 Mission St,Daly City,CA,94014,Hilda,No,Very Good,"Less than $5,000",037.705574,-122.461315,
(650) 301-5034,Habit Burger Grill,Restaurants,http://Habitburger.Com,305 Gellert Blvd # A,Daly City,CA,94015,Roberto,No,Excellent,"$20,000 to $50,000",037.668358,-122.468659,
(650) 757-0388,Hair Designers,Beauty Salons,http://Hairdesignersofdalycity.Com,75 Skyline Plz,Daly City,CA,94015,Paul,No,Excellent,"$5,000 to $10,000",037.682770,-122.488065,
(650) 731-4428,Hak Insurance,Insurance,http://Hakinsurance.Com,333 Gellert Blvd # 201,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.666653,-122.466813,
(415) 584-4444,Hall Of Flame Burger,Restaurants,,73 Cambon Dr,San Francisco,CA,94132,Ramzi,No,Excellent,"$10,000 to $20,000",037.718047,-122.474452,
(650) 992-7874,Hall Paul DDS,Dentists,http://Paulhalldds.Com,901 Campus Dr # 204,Daly City,CA,94015,Paul,No,Excellent,,037.665400,-122.475883,
(650) 756-2220,Hapag Pilipino,Restaurants,http://Hapagpilipinousa.Com,33 Saint Francis Sq,Daly City,CA,94015,Willy,No,Very Good,"$10,000 to $20,000",037.674986,-122.479471,
(650) 449-1378,Happy Myanmar Cafe,Restaurants,,2025 Gellert Blvd # 200,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.649822,-122.454372,
(415) 424-0442,Hatch Oakland,Restaurants,,731 Randolph St,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.714207,-122.469579,
(650) 997-0887,Hawaiian Drive Inn,Restaurants,http://Hawaiiandriveinn.Com,50 San Pedro Rd,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.688528,-122.467486,
(650) 757-2030,Health Diagnostics,Diagnostic Imaging Centers,http://Simonmed.Com,455 Hickey Blvd # 200,Daly City,CA,94015,Howard J,No,Very Good,"$10,000 to $20,000",037.664069,-122.468074,
(650) 757-1964,Heavenly Auto Care,Automobile Repairing & Service,,256 San Pedro Rd,Daly City,CA,94014,Carla,No,Excellent,"Less than $5,000",037.686674,-122.469687,
(650) 731-6058,Hella Halal Restaurant,Restaurants,,344 Westlake Ctr,Daly City,CA,94015,Jae,No,Very Good,"$5,000 to $10,000",037.700941,-122.483170,
(650) 758-1462,Help Me Help You,Home Health Service,,586 Abbot Ave,Daly City,CA,94014,Michael T,Yes,Very Good,"Less than $5,000",037.688638,-122.458366,
(415) 955-7745,Henderson Plumbing,Plumbing Contractors,http://Hendersonplumbing.Net,6025 Mission St # 134,Daly City,CA,94014,John David,No,Very Good,"Less than $5,000",037.707647,-122.455318,
(650) 991-3404,"Hernandez, Vivien D MD",Physicians & Surgeons,,48 Park Plaza Dr,Daly City,CA,94015,Vivien D,No,Excellent,,037.701006,-122.481954,
(650) 731-5998,Hi-T Cafe & Deli,Restaurants,http://Hi-Tcafe.Com,6012 Mission St,Daly City,CA,94014,Amy,No,Very Good,"$5,000 to $10,000",037.707973,-122.455913,
(650) 991-9100,Hickey Chevron,Service Stations-Gasoline & Oil,http://Chevronwithtechron.Com,410 Hickey Blvd,Daly City,CA,94015,Grace,No,Excellent,"$10,000 to $20,000",037.663657,-122.464542,
(650) 758-2171,Holland Medical Eye Ctr,Physicians & Surgeons,http://Prholland.Com,2171 Junipero Serra Blvd # 100,Daly City,CA,94014,Paul R,No,Excellent,,037.698448,-122.470641,
(650) 992-5539,Holy Angels School,Schools,http://Holyangelscolma.Com,20 Reiner St,Colma,CA,94014,Leonarda,No,Institution Or Government,,037.686889,-122.466924,"Founded IN 1952, Holy Angels School Is A Catholic School. It Offers Academic Curriculum IN The Core Elementary Subjects For The Students IN Kindergarten Through Grade Eight. Its Syllabus Includes Math, English, Science And Social Studies. The School Also Provides Educational Programs IN Creative Arts, Band, Speech, Drama, Dance, Music, And Library And Computer Science. Additionally, Holy Angels School Offers Special Educational Programs For Students With Language Difficulties. It Organizes Various Parent-Participation Fundraising Events. The School Conducts Various Athletic And Health And Safety Programs. Holy Angels School Maintains A Student Council And Library That Provides A Collection Of Course-Related And Leisure Reading Books And Materials."
(650) 755-9600,Home Depot,Home Centers,http://Homedepot.Com,2 Colma Blvd,Colma,CA,94014,Aki,No,Excellent,"Over $250,000",037.675642,-122.467469,"Home Services At The Home Depot Is The Top Choice For Home Installation & Repair Services IN Colma, Ca. Our Local Installers Will Do The Work For You. Schedule A Free Consultation Today!"
(650) 757-9360,Home Depot,Home Centers,http://Homedepot.Com,91 Colma Blvd,Colma,CA,94014,Jeff,No,Excellent,"Over $250,000",037.678418,-122.464545,"Home Services At The Home Depot Is The Top Choice For Home Installation & Repair Services IN Colma, Ca. Our Local Installers Will Do The Work For You. Schedule A Free Consultation Today!"
(650) 755-0178,Home Depot,Home Centers,http://Homedepot.Com,303 Lake Merced Blvd,Daly City,CA,94015,Steve,No,Excellent,"Over $250,000",037.699160,-122.482807,"Home Services At The Home Depot Is The Top Choice For Home Installation & Repair Services IN Daly City, Ca. Our Local Installers Will Do The Work For You. Schedule A Free Consultation Today!"
(650) 757-4717,Homecare Professionals,Insurance-Health & Accident,,295 89th St # 107,Daly City,CA,94015,Don,No,Excellent,"Less than $5,000",037.691597,-122.471913,
(650) 756-9892,Honeybaked Ham,Ham Specialty Stores,http://Honeybaked.Com,11 Colma Blvd,Colma,CA,94014,Julio,No,Very Good,"$5,000 to $10,000",037.677089,-122.469110,
(415) 333-8399,Hong Kong Delights,Restaurants,http://Hongkongdelightssanfrancisco.Com,295 Orizaba Ave,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.714124,-122.462963,
(415) 469-9195,Hong Kong Hair Design 2,Beauty Salons,,101 Sickles Ave,San Francisco,CA,94112,Lu,No,Excellent,"$5,000 to $10,000",037.709189,-122.453388,
(650) 755-5020,Hope Lutheran School,Child Care Service,http://Hopedayschool.Com,55 San Fernando Way,Daly City,CA,94015,Cynthia,No,Excellent,,037.682653,-122.473144,
(650) 994-4270,House Of Color-Daly City,Paint-Retail,http://Www6.Houseofcolor.Org,6267 Mission St,Daly City,CA,94014,Havier,No,Very Good,"$10,000 to $20,000",037.705931,-122.460485,
(650) 878-8700,House Of Silvanas,Restaurants,http://Houseofsilvanas.Com,2055 Gellert Blvd # 3,Daly City,CA,94015,Christina,No,Very Good,"$5,000 to $10,000",037.649747,-122.454285,
(415) 333-3929,Hss 121 Cafe,Restaurants,,1600 Holloway Ave,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.720909,-122.477517,
(415) 466-6486,Hui Tarava Tahitian Dance Co,Dancing Instruction,http://Huitarava.Com,2930 Geneva Ave,Daly City,CA,94014,Divina,No,Very Good,"Less than $5,000",037.706257,-122.413931,
(415) 756-5412,"Hyun, Jean DDS",Dentists,,343 Gellert Blvd # E,Daly City,CA,94015,Jean,No,Very Good,,037.666866,-122.467572,
(650) 992-8887,IHOP Restaurant,Restaurants,http://Ihop.Com,2398 Junipero Serra Blvd,Daly City,CA,94015,Mathew,No,Excellent,"$50,000 to $100,000",037.693272,-122.471101,"For 60 Years, The Ihop Family Restaurant Chain Has Served Our World Famous Pancakes And A Wide Variety Of Breakfast, Lunch And Dinner Items That Are Loved By People Of All Ages - Offering An Affordable, Everyday Dining Experience With Warm And Friendly Service."
(650) 993-4755,Ike's Love & Sandwiches,Restaurants,http://Loveandsandwiches.Com,128 Serramonte Ctr,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.671114,-122.468247,
